Wavelength[nm],T% in an f/6 beam
442.8 ,0.00005
442.9 ,0.00005
443.0 ,0.00005
443.1 ,0.00005
443.2 ,0.00005
443.3 ,0.00005
443.4 ,0.00005
443.5 ,0.00006
443.6 ,0.00006
443.7 ,0.00007
443.8 ,0.00007
443.9 ,0.00008
444.0 ,0.00009
444.1 ,0.0001
444.2 ,0.00011
444.3 ,0.00012
444.4 ,0.00013
444.5 ,0.00014
444.6 ,0.00016
444.7 ,0.00017
444.8 ,0.00019
444.9 ,0.00021
445.0 ,0.00022
445.1 ,0.00024
445.2 ,0.00025
445.3 ,0.00026
445.4 ,0.00027
445.5 ,0.00027
445.6 ,0.00027
445.7 ,0.00026
445.8 ,0.00026
445.9 ,0.00025
446.0 ,0.00025
446.1 ,0.00024
446.2 ,0.00023
446.3 ,0.00023
446.4 ,0.00022
446.5 ,0.00022
446.6 ,0.00022
446.7 ,0.00023
446.8 ,0.00023
446.9 ,0.00023
447.0 ,0.00024
447.1 ,0.00025
447.2 ,0.00026
447.3 ,0.00027
447.4 ,0.00029
447.5 ,0.00031
447.6 ,0.00033
447.7 ,0.00035
447.8 ,0.00038
447.9 ,0.00041
448.0 ,0.00044
448.1 ,0.00047
448.2 ,0.00051
448.3 ,0.00055
448.4 ,0.00059
448.5 ,0.00063
448.6 ,0.00066
448.7 ,0.0007
448.8 ,0.00073
448.9 ,0.00077
449.0 ,0.00079
449.1 ,0.00082
449.2 ,0.00084
449.3 ,0.00086
449.4 ,0.00088
449.5 ,0.00089
449.6 ,0.0009
449.7 ,0.0009
449.8 ,0.00091
449.9 ,0.00091
450.0 ,0.00091
450.1 ,0.0009
450.2 ,0.0009
450.3 ,0.00088
450.4 ,0.00087
450.5 ,0.00085
450.6 ,0.00083
450.7 ,0.0008
450.8 ,0.00077
450.9 ,0.00075
451.0 ,0.00072
451.1 ,0.00069
451.2 ,0.00066
451.3 ,0.00063
451.4 ,0.00061
451.5 ,0.00059
451.6 ,0.00057
451.7 ,0.00055
451.8 ,0.00053
451.9 ,0.00052
452.0 ,0.00051
452.1 ,0.0005
452.2 ,0.0005
452.3 ,0.0005
452.4 ,0.0005
452.5 ,0.00051
452.6 ,0.00051
452.7 ,0.00052
452.8 ,0.00054
452.9 ,0.00056
453.0 ,0.00058
453.1 ,0.0006
453.2 ,0.00062
453.3 ,0.00065
453.4 ,0.00067
453.5 ,0.0007
453.6 ,0.00072
453.7 ,0.00073
453.8 ,0.00074
453.9 ,0.00073
454.0 ,0.00071
454.1 ,0.00069
454.2 ,0.00065
454.3 ,0.00061
454.4 ,0.00056
454.5 ,0.00051
454.6 ,0.00046
454.7 ,0.00042
454.8 ,0.00038
454.9 ,0.00034
455.0 ,0.00031
455.1 ,0.00028
455.2 ,0.00025
455.3 ,0.00023
455.4 ,0.00021
455.5 ,0.00019
455.6 ,0.00018
455.7 ,0.00016
455.8 ,0.00015
455.9 ,0.00014
456.0 ,0.00013
456.1 ,0.00012
456.2 ,0.00012
456.3 ,0.00011
456.4 ,0.00011
456.5 ,0.0001
456.6 ,0.0001
456.7 ,0.00009
456.8 ,0.00009
456.9 ,0.00009
457.0 ,0.00008
457.1 ,0.00008
457.2 ,0.00008
457.3 ,0.00008
457.4 ,0.00008
457.5 ,0.00008
457.6 ,0.00007
457.7 ,0.00007
457.8 ,0.00007
457.9 ,0.00007
458.0 ,0.00007
458.1 ,0.00007
458.2 ,0.00007
458.3 ,0.00007
458.4 ,0.00007
458.5 ,0.00007
458.6 ,0.00007
458.7 ,0.00007
458.8 ,0.00008
458.9 ,0.00008
459.0 ,0.00008
459.1 ,0.00008
459.2 ,0.00008
459.3 ,0.00009
459.4 ,0.00009
459.5 ,0.00009
459.6 ,0.00009
459.7 ,0.0001
459.8 ,0.0001
459.9 ,0.0001
460.0 ,0.00011
460.1 ,0.00011
460.2 ,0.00011
460.3 ,0.00011
460.4 ,0.00011
460.5 ,0.00011
460.6 ,0.00011
460.7 ,0.0001
460.8 ,0.0001
460.9 ,0.0001
461.0 ,0.00009
461.1 ,0.00009
461.2 ,0.00008
461.3 ,0.00008
461.4 ,0.00008
461.5 ,0.00007
461.6 ,0.00007
461.7 ,0.00007
461.8 ,0.00006
461.9 ,0.00006
462.0 ,0.00006
462.1 ,0.00006
462.2 ,0.00006
462.3 ,0.00006
462.4 ,0.00005
462.5 ,0.00005
462.6 ,0.00005
462.7 ,0.00005
462.8 ,0.00006
462.9 ,0.00006
463.0 ,0.00006
463.1 ,0.00006
463.2 ,0.00006
463.3 ,0.00007
463.4 ,0.00007
463.5 ,0.00007
463.6 ,0.00008
463.7 ,0.00008
463.8 ,0.00009
463.9 ,0.0001
464.0 ,0.0001
464.1 ,0.00011
464.2 ,0.00012
464.3 ,0.00013
464.4 ,0.00014
464.5 ,0.00015
464.6 ,0.00016
464.7 ,0.00016
464.8 ,0.00017
464.9 ,0.00018
465.0 ,0.00018
465.1 ,0.00018
465.2 ,0.00018
465.3 ,0.00017
465.4 ,0.00017
465.5 ,0.00017
465.6 ,0.00016
465.7 ,0.00016
465.8 ,0.00015
465.9 ,0.00015
466.0 ,0.00015
466.1 ,0.00014
466.2 ,0.00014
466.3 ,0.00014
466.4 ,0.00014
466.5 ,0.00014
466.6 ,0.00015
466.7 ,0.00015
466.8 ,0.00016
466.9 ,0.00016
467.0 ,0.00017
467.1 ,0.00019
467.2 ,0.0002
467.3 ,0.00022
467.4 ,0.00024
467.5 ,0.00026
467.6 ,0.00029
467.7 ,0.00033
467.8 ,0.00037
467.9 ,0.00042
468.0 ,0.00048
468.1 ,0.00054
468.2 ,0.00062
468.3 ,0.00069
468.4 ,0.00077
468.5 ,0.00083
468.6 ,0.00088
468.7 ,0.00091
468.8 ,0.00092
468.9 ,0.0009
469.0 ,0.00086
469.1 ,0.00081
469.2 ,0.00075
469.3 ,0.00069
469.4 ,0.00063
469.5 ,0.00058
469.6 ,0.00053
469.7 ,0.00049
469.8 ,0.00046
469.9 ,0.00043
470.0 ,0.0004
470.1 ,0.00038
470.2 ,0.00036
470.3 ,0.00034
470.4 ,0.00033
470.5 ,0.00032
470.6 ,0.00031
470.7 ,0.0003
470.8 ,0.00029
470.9 ,0.00029
471.0 ,0.00028
471.1 ,0.00028
471.2 ,0.00028
471.3 ,0.00028
471.4 ,0.00028
471.5 ,0.00028
471.6 ,0.00029
471.7 ,0.00029
471.8 ,0.0003
471.9 ,0.00031
472.0 ,0.00032
472.1 ,0.00034
472.2 ,0.00035
472.3 ,0.00037
472.4 ,0.00039
472.5 ,0.00042
472.6 ,0.00045
472.7 ,0.00049
472.8 ,0.00053
472.9 ,0.00058
473.0 ,0.00063
473.1 ,0.00069
473.2 ,0.00076
473.3 ,0.00084
473.4 ,0.00091
473.5 ,0.00098
473.6 ,0.00104
473.7 ,0.00109
473.8 ,0.00111
473.9 ,0.00111
474.0 ,0.00109
474.1 ,0.00104
474.2 ,0.00098
474.3 ,0.00091
474.4 ,0.00083
474.5 ,0.00076
474.6 ,0.00069
474.7 ,0.00063
474.8 ,0.00058
474.9 ,0.00053
475.0 ,0.00049
475.1 ,0.00045
475.2 ,0.00042
475.3 ,0.0004
475.4 ,0.00038
475.5 ,0.00036
475.6 ,0.00035
475.7 ,0.00034
475.8 ,0.00033
475.9 ,0.00032
476.0 ,0.00032
476.1 ,0.00031
476.2 ,0.00031
476.3 ,0.00031
476.4 ,0.00031
476.5 ,0.00032
476.6 ,0.00032
476.7 ,0.00033
476.8 ,0.00034
476.9 ,0.00034
477.0 ,0.00035
477.1 ,0.00036
477.2 ,0.00038
477.3 ,0.00039
477.4 ,0.0004
477.5 ,0.00041
477.6 ,0.00043
477.7 ,0.00044
477.8 ,0.00046
477.9 ,0.00047
478.0 ,0.00049
478.1 ,0.0005
478.2 ,0.00051
478.3 ,0.00053
478.4 ,0.00054
478.5 ,0.00055
478.6 ,0.00057
478.7 ,0.00058
478.8 ,0.00059
478.9 ,0.0006
479.0 ,0.00061
479.1 ,0.00062
479.2 ,0.00063
479.3 ,0.00064
479.4 ,0.00065
479.5 ,0.00066
479.6 ,0.00066
479.7 ,0.00067
479.8 ,0.00067
479.9 ,0.00068
480.0 ,0.00068
480.1 ,0.00068
480.2 ,0.00068
480.3 ,0.00068
480.4 ,0.00067
480.5 ,0.00067
480.6 ,0.00066
480.7 ,0.00065
480.8 ,0.00064
480.9 ,0.00063
481.0 ,0.00061
481.1 ,0.0006
481.2 ,0.00059
481.3 ,0.00057
481.4 ,0.00056
481.5 ,0.00055
481.6 ,0.00054
481.7 ,0.00052
481.8 ,0.00051
481.9 ,0.0005
482.0 ,0.0005
482.1 ,0.00049
482.2 ,0.00048
482.3 ,0.00048
482.4 ,0.00047
482.5 ,0.00047
482.6 ,0.00046
482.7 ,0.00046
482.8 ,0.00046
482.9 ,0.00046
483.0 ,0.00045
483.1 ,0.00045
483.2 ,0.00045
483.3 ,0.00045
483.4 ,0.00045
483.5 ,0.00045
483.6 ,0.00045
483.7 ,0.00044
483.8 ,0.00044
483.9 ,0.00044
484.0 ,0.00044
484.1 ,0.00044
484.2 ,0.00044
484.3 ,0.00043
484.4 ,0.00043
484.5 ,0.00044
484.6 ,0.00044
484.7 ,0.00044
484.8 ,0.00045
484.9 ,0.00045
485.0 ,0.00046
485.1 ,0.00048
485.2 ,0.00049
485.3 ,0.00051
485.4 ,0.00054
485.5 ,0.00057
485.6 ,0.0006
485.7 ,0.00065
485.8 ,0.00069
485.9 ,0.00075
486.0 ,0.00081
486.1 ,0.00087
486.2 ,0.00093
486.3 ,0.00097
486.4 ,0.00099
486.5 ,0.00098
486.6 ,0.00095
486.7 ,0.00088
486.8 ,0.0008
486.9 ,0.0007
487.0 ,0.0006
487.1 ,0.00051
487.2 ,0.00042
487.3 ,0.00036
487.4 ,0.0003
487.5 ,0.00025
487.6 ,0.00021
487.7 ,0.00018
487.8 ,0.00016
487.9 ,0.00014
488.0 ,0.00012
488.1 ,0.00011
488.2 ,0.00009
488.3 ,0.00009
488.4 ,0.00008
488.5 ,0.00007
488.6 ,0.00006
488.7 ,0.00006
488.8 ,0.00006
488.9 ,0.00005
489.0 ,0.00005
489.1 ,0.00005
489.2 ,0.00004
489.3 ,0.00004
489.4 ,0.00004
489.5 ,0.00004
489.6 ,0.00004
489.7 ,0.00004
489.8 ,0.00004
489.9 ,0.00004
490.0 ,0.00004
490.1 ,0.00004
490.2 ,0.00004
490.3 ,0.00004
490.4 ,0.00004
490.5 ,0.00004
490.6 ,0.00004
490.7 ,0.00004
490.8 ,0.00004
490.9 ,0.00005
491.0 ,0.00005
491.1 ,0.00005
491.2 ,0.00005
491.3 ,0.00005
491.4 ,0.00005
491.5 ,0.00005
491.6 ,0.00005
491.7 ,0.00005
491.8 ,0.00005
491.9 ,0.00005
492.0 ,0.00005
492.1 ,0.00005
492.2 ,0.00004
492.3 ,0.00004
492.4 ,0.00003
492.5 ,0.00003
492.6 ,0.00003
492.7 ,0.00002
492.8 ,0.00002
492.9 ,0.00002
493.0 ,0.00002
493.1 ,0.00001
493.2 ,0.00001
493.3 ,0.00001
493.4 ,0.00001
493.5 ,0.00001
493.6 ,0.00001
493.7 ,0.00001
493.8 ,0.00001
493.9 ,0.00001
494.0 ,0
494.1 ,0
494.2 ,0
494.3 ,0
494.4 ,0
494.5 ,0
494.6 ,0
494.7 ,0
494.8 ,0
494.9 ,0
495.0 ,0
495.1 ,0
495.2 ,0
495.3 ,0
495.4 ,0
495.5 ,0
495.6 ,0
495.7 ,0
495.8 ,0
495.9 ,0
496.0 ,0
496.1 ,0
496.2 ,0
496.3 ,0
496.4 ,0
496.5 ,0
496.6 ,0
496.7 ,0
496.8 ,0
496.9 ,0
497.0 ,0
497.1 ,0
497.2 ,0
497.3 ,0
497.4 ,0
497.5 ,0
497.6 ,0
497.7 ,0
497.8 ,0
497.9 ,0
498.0 ,0
498.1 ,0
498.2 ,0
498.3 ,0
498.4 ,0
498.5 ,0
498.6 ,0
498.7 ,0
498.8 ,0
498.9 ,0
499.0 ,0
499.1 ,0
499.2 ,0
499.3 ,0
499.4 ,0
499.5 ,0
499.6 ,0
499.7 ,0
499.8 ,0
499.9 ,0
500.0 ,0
500.1 ,0
500.2 ,0
500.3 ,0
500.4 ,0
500.5 ,0
500.6 ,0
500.7 ,0
500.8 ,0
500.9 ,0
501.0 ,0
501.1 ,0
501.2 ,0
501.3 ,0
501.4 ,0
501.5 ,0
501.6 ,0
501.7 ,0
501.8 ,0
501.9 ,0
502.0 ,0
502.1 ,0
502.2 ,0
502.3 ,0
502.4 ,0
502.5 ,0
502.6 ,0
502.7 ,0
502.8 ,0
502.9 ,0
503.0 ,0
503.1 ,0
503.2 ,0
503.3 ,0
503.4 ,0
503.5 ,0
503.6 ,0
503.7 ,0
503.8 ,0
503.9 ,0
504.0 ,0
504.1 ,0
504.2 ,0
504.3 ,0
504.4 ,0
504.5 ,0
504.6 ,0
504.7 ,0
504.8 ,0
504.9 ,0
505.0 ,0
505.1 ,0
505.2 ,0
505.3 ,0
505.4 ,0
505.5 ,0
505.6 ,0
505.7 ,0
505.8 ,0
505.9 ,0
506.0 ,0
506.1 ,0
506.2 ,0
506.3 ,0
506.4 ,0
506.5 ,0
506.6 ,0.00001
506.7 ,0.00001
506.8 ,0.00001
506.9 ,0.00001
507.0 ,0.00001
507.1 ,0.00001
507.2 ,0.00001
507.3 ,0.00001
507.4 ,0.00001
507.5 ,0.00001
507.6 ,0.00001
507.7 ,0.00001
507.8 ,0.00001
507.9 ,0.00001
508.0 ,0.00001
508.1 ,0.00001
508.2 ,0.00001
508.3 ,0.00001
508.4 ,0.00001
508.5 ,0.00001
508.6 ,0.00001
508.7 ,0.00001
508.8 ,0
508.9 ,0
509.0 ,0
509.1 ,0
509.2 ,0
509.3 ,0
509.4 ,0
509.5 ,0
509.6 ,0
509.7 ,0
509.8 ,0
509.9 ,0
510.0 ,0
510.1 ,0
510.2 ,0
510.3 ,0
510.4 ,0
510.5 ,0
510.6 ,0
510.7 ,0
510.8 ,0
510.9 ,0
511.0 ,0
511.1 ,0
511.2 ,0
511.3 ,0
511.4 ,0
511.5 ,0
511.6 ,0
511.7 ,0
511.8 ,0
511.9 ,0
512.0 ,0
512.1 ,0
512.2 ,0
512.3 ,0
512.4 ,0
512.5 ,0
512.6 ,0
512.7 ,0
512.8 ,0
512.9 ,0
513.0 ,0.00001
513.1 ,0.00001
513.2 ,0.00001
513.3 ,0.00001
513.4 ,0.00001
513.5 ,0.00001
513.6 ,0.00001
513.7 ,0.00001
513.8 ,0.00001
513.9 ,0.00001
514.0 ,0.00001
514.1 ,0.00001
514.2 ,0.00001
514.3 ,0.00001
514.4 ,0.00001
514.5 ,0.00001
514.6 ,0.00001
514.7 ,0.00001
514.8 ,0.00001
514.9 ,0.00001
515.0 ,0.00001
515.1 ,0.00001
515.2 ,0.00001
515.3 ,0.00001
515.4 ,0.00001
515.5 ,0.00001
515.6 ,0.00001
515.7 ,0.00001
515.8 ,0.00001
515.9 ,0.00002
516.0 ,0.00002
516.1 ,0.00002
516.2 ,0.00002
516.3 ,0.00002
516.4 ,0.00002
516.5 ,0.00002
516.6 ,0.00002
516.7 ,0.00002
516.8 ,0.00002
516.9 ,0.00002
517.0 ,0.00003
517.1 ,0.00003
517.2 ,0.00003
517.3 ,0.00003
517.4 ,0.00003
517.5 ,0.00003
517.6 ,0.00004
517.7 ,0.00004
517.8 ,0.00004
517.9 ,0.00004
518.0 ,0.00005
518.1 ,0.00005
518.2 ,0.00005
518.3 ,0.00006
518.4 ,0.00006
518.5 ,0.00007
518.6 ,0.00007
518.7 ,0.00008
518.8 ,0.00009
518.9 ,0.00009
519.0 ,0.0001
519.1 ,0.00011
519.2 ,0.00012
519.3 ,0.00014
519.4 ,0.00015
519.5 ,0.00017
519.6 ,0.00019
519.7 ,0.00021
519.8 ,0.00024
519.9 ,0.00027
520.0 ,0.0003
520.1 ,0.00033
520.2 ,0.00037
520.3 ,0.00041
520.4 ,0.00044
520.5 ,0.00047
520.6 ,0.00049
520.7 ,0.0005
520.8 ,0.0005
520.9 ,0.00048
521.0 ,0.00045
521.1 ,0.00042
521.2 ,0.00037
521.3 ,0.00033
521.4 ,0.00029
521.5 ,0.00025
521.6 ,0.00022
521.7 ,0.00019
521.8 ,0.00016
521.9 ,0.00014
522.0 ,0.00012
522.1 ,0.00011
522.2 ,0.00009
522.3 ,0.00008
522.4 ,0.00007
522.5 ,0.00006
522.6 ,0.00006
522.7 ,0.00005
522.8 ,0.00005
522.9 ,0.00004
523.0 ,0.00004
523.1 ,0.00004
523.2 ,0.00003
523.3 ,0.00003
523.4 ,0.00003
523.5 ,0.00003
523.6 ,0.00002
523.7 ,0.00002
523.8 ,0.00002
523.9 ,0.00002
524.0 ,0.00002
524.1 ,0.00002
524.2 ,0.00002
524.3 ,0.00002
524.4 ,0.00002
524.5 ,0.00001
524.6 ,0.00001
524.7 ,0.00001
524.8 ,0.00001
524.9 ,0.00001
525.0 ,0.00001
525.1 ,0.00001
525.2 ,0.00001
525.3 ,0.00001
525.4 ,0.00001
525.5 ,0.00001
525.6 ,0.00001
525.7 ,0.00001
525.8 ,0.00001
525.9 ,0.00001
526.0 ,0.00001
526.1 ,0.00001
526.2 ,0.00001
526.3 ,0.00001
526.4 ,0.00001
526.5 ,0.00001
526.6 ,0.00001
526.7 ,0.00001
526.8 ,0.00001
526.9 ,0.00001
527.0 ,0.00001
527.1 ,0.00001
527.2 ,0.00001
527.3 ,0.00001
527.4 ,0.00001
527.5 ,0.00002
527.6 ,0.00002
527.7 ,0.00002
527.8 ,0.00002
527.9 ,0.00002
528.0 ,0.00002
528.1 ,0.00002
528.2 ,0.00002
528.3 ,0.00002
528.4 ,0.00002
528.5 ,0.00002
528.6 ,0.00002
528.7 ,0.00002
528.8 ,0.00002
528.9 ,0.00002
529.0 ,0.00002
529.1 ,0.00002
529.2 ,0.00003
529.3 ,0.00003
529.4 ,0.00003
529.5 ,0.00003
529.6 ,0.00003
529.7 ,0.00003
529.8 ,0.00003
529.9 ,0.00003
530.0 ,0.00003
530.1 ,0.00003
530.2 ,0.00003
530.3 ,0.00003
530.4 ,0.00004
530.5 ,0.00004
530.6 ,0.00004
530.7 ,0.00004
530.8 ,0.00004
530.9 ,0.00004
531.0 ,0.00005
531.1 ,0.00005
531.2 ,0.00005
531.3 ,0.00005
531.4 ,0.00006
531.5 ,0.00006
531.6 ,0.00007
531.7 ,0.00007
531.8 ,0.00008
531.9 ,0.00009
532.0 ,0.00009
532.1 ,0.0001
532.2 ,0.00011
532.3 ,0.00012
532.4 ,0.00013
532.5 ,0.00015
532.6 ,0.00016
532.7 ,0.00017
532.8 ,0.00018
532.9 ,0.00019
533.0 ,0.00019
533.1 ,0.0002
533.2 ,0.0002
533.3 ,0.00019
533.4 ,0.00019
533.5 ,0.00018
533.6 ,0.00017
533.7 ,0.00016
533.8 ,0.00015
533.9 ,0.00014
534.0 ,0.00013
534.1 ,0.00013
534.2 ,0.00012
534.3 ,0.00011
534.4 ,0.0001
534.5 ,0.0001
534.6 ,0.00009
534.7 ,0.00009
534.8 ,0.00008
534.9 ,0.00008
535.0 ,0.00008
535.1 ,0.00007
535.2 ,0.00007
535.3 ,0.00007
535.4 ,0.00007
535.5 ,0.00006
535.6 ,0.00006
535.7 ,0.00006
535.8 ,0.00006
535.9 ,0.00006
536.0 ,0.00006
536.1 ,0.00006
536.2 ,0.00006
536.3 ,0.00006
536.4 ,0.00005
536.5 ,0.00005
536.6 ,0.00005
536.7 ,0.00005
536.8 ,0.00005
536.9 ,0.00005
537.0 ,0.00005
537.1 ,0.00005
537.2 ,0.00005
537.3 ,0.00005
537.4 ,0.00004
537.5 ,0.00004
537.6 ,0.00004
537.7 ,0.00004
537.8 ,0.00004
537.9 ,0.00004
538.0 ,0.00004
538.1 ,0.00003
538.2 ,0.00003
538.3 ,0.00003
538.4 ,0.00003
538.5 ,0.00003
538.6 ,0.00003
538.7 ,0.00002
538.8 ,0.00002
538.9 ,0.00002
539.0 ,0.00002
539.1 ,0.00002
539.2 ,0.00002
539.3 ,0.00002
539.4 ,0.00002
539.5 ,0.00001
539.6 ,0.00001
539.7 ,0.00001
539.8 ,0.00001
539.9 ,0.00001
540.0 ,0.00001
540.1 ,0.00001
540.2 ,0.00001
540.3 ,0.00001
540.4 ,0.00001
540.5 ,0.00001
540.6 ,0.00001
540.7 ,0.00001
540.8 ,0.00001
540.9 ,0.00001
541.0 ,0.00001
541.1 ,0.00001
541.2 ,0.00001
541.3 ,0.00001
541.4 ,0.00001
541.5 ,0.00001
541.6 ,0.00001
541.7 ,0
541.8 ,0
541.9 ,0
542.0 ,0
542.1 ,0
542.2 ,0
542.3 ,0
542.4 ,0
542.5 ,0
542.6 ,0
542.7 ,0
542.8 ,0
542.9 ,0
543.0 ,0
543.1 ,0
543.2 ,0
543.3 ,0
543.4 ,0
543.5 ,0
543.6 ,0
543.7 ,0
543.8 ,0
543.9 ,0
544.0 ,0
544.1 ,0
544.2 ,0
544.3 ,0
544.4 ,0
544.5 ,0
544.6 ,0
544.7 ,0
544.8 ,0
544.9 ,0
545.0 ,0
545.1 ,0
545.2 ,0
545.3 ,0
545.4 ,0
545.5 ,0
545.6 ,0
545.7 ,0
545.8 ,0.00001
545.9 ,0.00001
546.0 ,0.00001
546.1 ,0.00001
546.2 ,0.00001
546.3 ,0.00001
546.4 ,0.00001
546.5 ,0.00001
546.6 ,0.00001
546.7 ,0.00001
546.8 ,0.00001
546.9 ,0.00001
547.0 ,0.00001
547.1 ,0.00001
547.2 ,0.00001
547.3 ,0.00001
547.4 ,0.00001
547.5 ,0.00001
547.6 ,0.00001
547.7 ,0.00001
547.8 ,0.00001
547.9 ,0.00001
548.0 ,0.00001
548.1 ,0.00001
548.2 ,0.00001
548.3 ,0.00001
548.4 ,0.00001
548.5 ,0.00001
548.6 ,0.00001
548.7 ,0.00001
548.8 ,0.00001
548.9 ,0.00001
549.0 ,0.00001
549.1 ,0.00001
549.2 ,0
549.3 ,0
549.4 ,0
549.5 ,0
549.6 ,0
549.7 ,0
549.8 ,0
549.9 ,0
550.0 ,0
550.1 ,0
550.2 ,0
550.3 ,0
550.4 ,0
550.5 ,0
550.6 ,0
550.7 ,0
550.8 ,0.00001
550.9 ,0.00001
551.0 ,0.00001
551.1 ,0.00001
551.2 ,0.00001
551.3 ,0.00001
551.4 ,0.00001
551.5 ,0.00001
551.6 ,0.00001
551.7 ,0.00001
551.8 ,0.00001
551.9 ,0.00001
552.0 ,0.00001
552.1 ,0.00001
552.2 ,0.00001
552.3 ,0.00001
552.4 ,0.00001
552.5 ,0.00001
552.6 ,0.00001
552.7 ,0.00001
552.8 ,0.00001
552.9 ,0.00001
553.0 ,0.00001
553.1 ,0.00001
553.2 ,0.00001
553.3 ,0.00001
553.4 ,0.00001
553.5 ,0.00001
553.6 ,0.00001
553.7 ,0.00001
553.8 ,0.00001
553.9 ,0.00001
554.0 ,0.00001
554.1 ,0.00002
554.2 ,0.00002
554.3 ,0.00002
554.4 ,0.00002
554.5 ,0.00002
554.6 ,0.00002
554.7 ,0.00002
554.8 ,0.00002
554.9 ,0.00002
555.0 ,0.00002
555.1 ,0.00002
555.2 ,0.00003
555.3 ,0.00003
555.4 ,0.00003
555.5 ,0.00003
555.6 ,0.00003
555.7 ,0.00003
555.8 ,0.00004
555.9 ,0.00004
556.0 ,0.00004
556.1 ,0.00004
556.2 ,0.00004
556.3 ,0.00005
556.4 ,0.00005
556.5 ,0.00005
556.6 ,0.00006
556.7 ,0.00006
556.8 ,0.00007
556.9 ,0.00007
557.0 ,0.00008
557.1 ,0.00008
557.2 ,0.00009
557.3 ,0.0001
557.4 ,0.00011
557.5 ,0.00012
557.6 ,0.00013
557.7 ,0.00015
557.8 ,0.00017
557.9 ,0.00019
558.0 ,0.00021
558.1 ,0.00024
558.2 ,0.00027
558.3 ,0.0003
558.4 ,0.00035
558.5 ,0.0004
558.6 ,0.00045
558.7 ,0.00052
558.8 ,0.00059
558.9 ,0.00066
559.0 ,0.00074
559.1 ,0.00081
559.2 ,0.00088
559.3 ,0.00093
559.4 ,0.00097
559.5 ,0.00098
559.6 ,0.00098
559.7 ,0.00096
559.8 ,0.00092
559.9 ,0.00088
560.0 ,0.00083
560.1 ,0.00077
560.2 ,0.00072
560.3 ,0.00066
560.4 ,0.00062
560.5 ,0.00057
560.6 ,0.00053
560.7 ,0.0005
560.8 ,0.00047
560.9 ,0.00044
561.0 ,0.00042
561.1 ,0.00039
561.2 ,0.00037
561.3 ,0.00036
561.4 ,0.00034
561.5 ,0.00033
561.6 ,0.00032
561.7 ,0.00031
561.8 ,0.0003
561.9 ,0.00029
562.0 ,0.00028
562.1 ,0.00027
562.2 ,0.00026
562.3 ,0.00026
562.4 ,0.00025
562.5 ,0.00024
562.6 ,0.00024
562.7 ,0.00023
562.8 ,0.00023
562.9 ,0.00022
563.0 ,0.00022
563.1 ,0.00021
563.2 ,0.00021
563.3 ,0.00021
563.4 ,0.0002
563.5 ,0.0002
563.6 ,0.00019
563.7 ,0.00019
563.8 ,0.00018
563.9 ,0.00018
564.0 ,0.00018
564.1 ,0.00017
564.2 ,0.00017
564.3 ,0.00017
564.4 ,0.00016
564.5 ,0.00016
564.6 ,0.00015
564.7 ,0.00015
564.8 ,0.00015
564.9 ,0.00015
565.0 ,0.00014
565.1 ,0.00014
565.2 ,0.00014
565.3 ,0.00013
565.4 ,0.00013
565.5 ,0.00013
565.6 ,0.00013
565.7 ,0.00013
565.8 ,0.00012
565.9 ,0.00012
566.0 ,0.00012
566.1 ,0.00012
566.2 ,0.00011
566.3 ,0.00011
566.4 ,0.00011
566.5 ,0.00011
566.6 ,0.00011
566.7 ,0.0001
566.8 ,0.0001
566.9 ,0.0001
567.0 ,0.0001
567.1 ,0.0001
567.2 ,0.0001
567.3 ,0.00009
567.4 ,0.00009
567.5 ,0.00009
567.6 ,0.00009
567.7 ,0.00009
567.8 ,0.00009
567.9 ,0.00009
568.0 ,0.00009
568.1 ,0.00009
568.2 ,0.00009
568.3 ,0.0001
568.4 ,0.0001
568.5 ,0.0001
568.6 ,0.00011
568.7 ,0.00011
568.8 ,0.00012
568.9 ,0.00012
569.0 ,0.00013
569.1 ,0.00013
569.2 ,0.00014
569.3 ,0.00014
569.4 ,0.00014
569.5 ,0.00014
569.6 ,0.00014
569.7 ,0.00015
569.8 ,0.00015
569.9 ,0.00015
570.0 ,0.00016
570.1 ,0.00016
570.2 ,0.00016
570.3 ,0.00016
570.4 ,0.00015
570.5 ,0.00015
570.6 ,0.00015
570.7 ,0.00015
570.8 ,0.00015
570.9 ,0.00015
571.0 ,0.00015
571.1 ,0.00016
571.2 ,0.00017
571.3 ,0.00018
571.4 ,0.0002
571.5 ,0.00021
571.6 ,0.00023
571.7 ,0.00026
571.8 ,0.00029
571.9 ,0.00033
572.0 ,0.00039
572.1 ,0.00036
572.2 ,0.00034
572.3 ,0.00031
572.4 ,0.00029
572.5 ,0.00026
572.6 ,0.00024
572.7 ,0.00022
572.8 ,0.0002
572.9 ,0.00018
573.0 ,0.00016
573.1 ,0.00017
573.2 ,0.00017
573.3 ,0.00018
573.4 ,0.00018
573.5 ,0.00019
573.6 ,0.0002
573.7 ,0.00022
573.8 ,0.00024
573.9 ,0.00027
574.0 ,0.00032
574.1 ,0.00026
574.2 ,0.00022
574.3 ,0.00018
574.4 ,0.00016
574.5 ,0.00014
574.6 ,0.00012
574.7 ,0.00011
574.8 ,0.0001
574.9 ,0.00009
575.0 ,0.00008
575.1 ,0.00008
575.2 ,0.00008
575.3 ,0.00008
575.4 ,0.00008
575.5 ,0.00008
575.6 ,0.00008
575.7 ,0.00008
575.8 ,0.00008
575.9 ,0.00008
